brand,item_id,gross_item_value,order_date,order_datetime,product_id,order_id,customer_id,product_group,country,state
Brand 7,17066144,17.64,1/11/2024,2024-01-11T16:51:21.400000,19563,2999958,8.92e+18,Category 6,Us,Oh
Brand 3,17063903,28.66,1/11/2024,2024-01-11T09:44:58.910000,2206,2999560,4.3e+18,Category 9,Us,Va
Brand 3,17066503,30.52,1/11/2024,2024-01-11T18:26:48.480000,279,3000026,4.63e+17,Category 9,Us,Tx
Brand 3,17063658,11.32,1/11/2024,2024-01-11T06:46:34.067000,8761,2999514,8.78e+18,Category 8,Us,Wa
Brand 3,17068052,21.12,1/11/2024,2024-01-11T23:07:37.963000,570,3000257,5.7e+18,Category 8,Us,Sc
Brand 2,3813277,2.73,1/11/2024,2024-01-11T15:45:02,1292,756963,2.73e+18,Category 8,Us,Vt
Brand 2,3812852,1.12,1/11/2024,2024-01-11T13:09:49,843,756878,6.44e+18,Category 8,Us,Wi
Brand 2,3812877,22.6,1/11/2024,2024-01-11T13:20:32,1312,756885,5.12e+18,Category 8,Us,Va
Brand 3,17066408,7.75,1/11/2024,2024-01-11T18:08:21.457000,601,3000012,9.13e+18,Category 8,Us,Tn
Brand 3,17068182,30.5,1/11/2024,2024-01-11T23:35:22.677000,2788,3000275,5.37e+18,Category 6,Us,Wv
Brand 1,1389061,101.48,1/11/2024,2024-01-11T15:28:29,644,1233055,7.67e+18,Category 8,Us,Tx
Brand 3,17065917,37.75,1/11/2024,2024-01-11T16:09:33.117000,11864,2999920,5.41e+18,Category 8,Us,Tn
Brand 3,17064841,12.86,1/11/2024,2024-01-11T13:24:13.163000,13335,2999750,5.08e+18,Category 8,Us,Tx
Brand 3,17065053,33.69,1/11/2024,2024-01-11T13:55:45.817000,8772,2999790,3.83e+18,Category 8,Us,Wa
Brand 2,3813480,9.97,1/11/2024,2024-01-11T17:51:12,1301,756992,8.17e+18,Category 8,Us,Wa
Brand 3,17066462,11.98,1/11/2024,2024-01-11T18:11:58.880000,1712,3000017,3.97e+17,Category 8,Us,Ca
Brand 2,3812256,21.46,1/11/2024,2024-01-11T01:43:38,163,756747,9.08e+18,Category 8,Us,Tx
Brand 3,17064210,26.62,1/11/2024,2024-01-11T11:21:31.583000,8454,2999622,7.31e+18,Category 8,Us,Va
Brand 3,17065779,13.69,1/11/2024,2024-01-11T15:54:43.590000,11769,2999900,2.56e+18,Category 10,Us,Wi
Brand 4,17066741,500.7,1/11/2024,2024-01-11T19:08:38.700000,21813,3000063,4.97e+18,Category 3,Us,Ut
Brand 3,17064522,439.55,1/11/2024,2024-01-11T12:26:28.927000,563,2999690,4.48e+18,Category 8,Us,Ut
Brand 2,3813039,3.27,1/11/2024,2024-01-11T14:33:54,513,756922,4.97e+18,Category 8,Us,Ut
Brand 3,17067334,12.56,1/11/2024,2024-01-11T21:11:06.803000,22384,3000161,7.59e+18,Category 8,Us,Wi
Brand 3,17064688,4.82,1/11/2024,2024-01-11T12:54:08.320000,9113,2999717,6.2e+18,Category 4,Us,Tx
Brand 3,17064309,7.02,1/11/2024,2024-01-11T11:44:09.173000,9568,2999642,2.31e+17,Category 8,Us,Wi
Brand 1,1389009,3.48,1/11/2024,2024-01-11T14:57:21,1198,1233048,4.61e+18,Category 8,Us,Va
Brand 1,1389546,15.67,1/11/2024,2024-01-11T20:57:20,316,1233162,9.44e+17,Category 8,Us,Fl
Brand 3,17067026,19.87,1/11/2024,2024-01-11T20:14:20.080000,9691,3000114,5.99e+18,Category 8,Us,Tx
Brand 4,17064730,46.25,1/11/2024,2024-01-11T13:03:11.257000,15781,2999726,5e+18,Category 8,Us,Tx
Brand 3,17067857,36.78,1/11/2024,2024-01-11T22:42:46.120000,678,3000233,2.94e+18,Category 8,Us,Tn
Brand 2,3812732,1.4,1/11/2024,2024-01-11T12:19:14,1157,756852,7.59e+18,Category 8,Us,Wi
Brand 3,17067597,37.19,1/11/2024,2024-01-11T22:11:53.920000,1124,3000200,8.88e+18,Category 8,Us,Wi
Brand 3,17078674,16.01,1/11/2024,2024-01-11T14:11:34.643000,13485,2999808,5.44e+18,Category 9,Us,Va
Brand 1,1389616,7.7,1/11/2024,2024-01-11T21:38:41,1325,1233176,8.17e+18,Category 8,Us,Wa
Brand 3,17065886,32.43,1/11/2024,2024-01-11T16:06:14.227000,9467,2999918,7.53e+18,Category 8,Us,Wi
Brand 3,17065093,58.3,1/11/2024,2024-01-11T13:59:52.650000,10342,2999795,3.89e+18,Category 8,Us,Ut
Brand 3,17066577,45.78,1/11/2024,2024-01-11T18:38:34.103000,13774,3000040,3.22e+18,Other,Us,Wy
Brand 2,3813378,11.74,1/11/2024,2024-01-11T16:51:58,1091,756981,5.75e+18,Category 8,Us,Tn
Brand 2,3813404,3.3,1/11/2024,2024-01-11T16:56:12,1286,756983,8.08e+18,Category 8,Us,Pa
Brand 2,3812353,18.43,1/11/2024,2024-01-11T07:50:19,161,756769,5.86e+18,Category 8,Us,Vi
Brand 4,17066737,3.93,1/11/2024,2024-01-11T19:08:27.150000,15994,3000062,7.45e+18,Category 8,Us,Wy
Brand 3,17067359,10.27,1/11/2024,2024-01-11T21:16:06.033000,8675,3000166,8.48e+18,Category 8,Us,Wv
Brand 3,17064985,10.5,1/11/2024,2024-01-11T13:47:05.847000,12488,2999777,7.39e+18,Category 8,Us,Wv
Brand 3,17066717,19.75,1/11/2024,2024-01-11T19:04:44.980000,12078,3000060,1.96e+18,Category 8,Us,Tx
Brand 3,17064295,32.35,1/11/2024,2024-01-11T11:40:09.950000,8753,2999637,2.22e+18,Category 8,Us,Pa
Brand 2,3813117,17.62,1/11/2024,2024-01-11T14:45:26,394,756931,1.65e+18,Category 8,Us,Tx
Brand 1,1388914,3.08,1/11/2024,2024-01-11T14:17:22,771,1233033,8.09e+18,Category 8,Us,Tx
Brand 4,17074248,3.33,1/11/2024,2024-01-11T18:00:40.593000,15556,3000006,1.96e+18,Category 8,Us,Tx
Brand 4,17067373,26.45,1/11/2024,2024-01-11T21:23:15.060000,17020,3000167,8.17e+18,Category 8,Us,Wa
Brand 1,1389299,15.03,1/11/2024,2024-01-11T18:50:00,968,1233118,6.46e+18,Category 8,Us,Wi
Brand 2,3812377,20.62,1/11/2024,2024-01-11T08:17:01,1372,756777,3.79e+18,Category 8,Us,Wi
Brand 2,3813035,10.12,1/11/2024,2024-01-11T14:32:55,1125,756921,2.77e+18,Category 8,Us,Ut
Brand 3,17064801,11.93,1/11/2024,2024-01-11T13:11:53.040000,3390,2999737,7.56e+18,Category 4,Us,Ma
Brand 3,17065183,11.44,1/11/2024,2024-01-11T14:09:47.420000,4601,2999806,2.44e+18,Category 2,Us,Tx
Brand 6,17064265,17.46,1/11/2024,2024-01-11T11:32:54.593000,20285,2999632,1.87e+18,Category 8,Us,Wi
Brand 2,3812751,19.5,1/11/2024,2024-01-11T12:30:10,1157,756858,6.85e+18,Category 8,Us,Wi
Brand 1,1388747,2.23,1/11/2024,2024-01-11T12:25:21,668,1232999,4.9e+18,Category 8,Us,Pa
Brand 3,17065184,12.44,1/11/2024,2024-01-11T14:09:47.420000,4605,2999806,2.44e+18,Category 2,Us,Tx
Brand 7,17067000,4.46,1/11/2024,2024-01-11T20:07:05.380000,18654,3000109,2.08e+18,Category 2,Us,Va
Brand 3,17063672,11.19,1/11/2024,2024-01-11T07:00:01.063000,14204,2999516,7.02e+17,Category 8,Us,Tn
Brand 1,1388804,7.95,1/11/2024,2024-01-11T12:46:35,546,1233010,8.89e+17,Category 8,Us,Nc
Brand 3,17063599,31.68,1/11/2024,2024-01-11T05:21:21.827000,14526,2999506,8.76e+18,Category 8,Us,Tn
Brand 3,17066326,22.13,1/11/2024,2024-01-11T17:43:24,27433,2999993,2.09e+18,Category 8,Us,Sc
Brand 6,17065638,22.05,1/11/2024,2024-01-11T15:31:18.583000,20225,2999880,9.22e+18,Category 8,Us,Pa
Brand 3,17065721,65.94,1/11/2024,2024-01-11T15:49:05.817000,9494,2999893,7.32e+17,Category 8,Us,Va
Brand 3,17066561,22.36,1/11/2024,2024-01-11T18:37:26.217000,2910,3000037,6.68e+18,Category 8,Us,Wi
Brand 4,17066157,4.25,1/11/2024,2024-01-11T16:53:26.527000,15053,2999961,6.49e+18,Category 8,Us,Wi
Brand 3,17063523,32.01,1/11/2024,2024-01-11T03:32:26.687000,13107,2999498,5.28e+18,Category 8,Us,Wi
Brand 1,1388525,9.76,1/11/2024,2024-01-11T10:32:05,1084,1232953,1.22e+18,Category 8,Us,Tx
Brand 1,1389584,2.93,1/11/2024,2024-01-11T21:29:03,1196,1233173,7.28e+18,Category 8,Us,Tx
Brand 3,17065050,35.19,1/11/2024,2024-01-11T13:55:45.817000,3701,2999790,3.83e+18,Category 8,Us,Wa
Brand 3,17068190,7.74,1/11/2024,2024-01-11T23:35:22.677000,10827,3000275,5.37e+18,Category 8,Us,Wv
Brand 2,3813479,0.0,1/11/2024,2024-01-11T17:51:12,1076,756992,8.17e+18,Category 8,Us,Wa
Brand 1,1389330,3.56,1/11/2024,2024-01-11T18:58:20,630,1233121,8.37e+17,Category 8,Us,Nm
Brand 3,17064668,12.29,1/11/2024,2024-01-11T12:52:21.413000,13545,2999714,8.02e+18,Category 8,Us,Ms
Brand 3,17064964,1.49,1/11/2024,2024-01-11T13:45:26.430000,14417,2999774,7.2e+18,Category 2,Us,Sc
Brand 3,17065104,7.98,1/11/2024,2024-01-11T14:02:28.103000,1157,2999796,2.85e+18,Category 8,Us,Pa
Brand 7,17066061,22.55,1/11/2024,2024-01-11T16:33:21.387000,17962,2999941,4.79e+18,Category 4,Us,Wa
Brand 3,17064125,17.26,1/11/2024,2024-01-11T11:13:55.697000,8544,2999606,4e+18,Category 1,Us,Va
Brand 2,3812908,0.63,1/11/2024,2024-01-11T13:34:26,650,756891,5.23e+18,Category 8,Us,Tx
Brand 3,17067028,21.47,1/11/2024,2024-01-11T20:14:20.080000,13915,3000114,5.99e+18,Category 8,Us,Tx
Brand 4,17067423,13.94,1/11/2024,2024-01-11T21:28:42.037000,15544,3000172,4.86e+17,Category 8,Us,Nh
Brand 2,3812946,44.4,1/11/2024,2024-01-11T14:00:31,49,756902,6.95e+18,Category 3,Us,Tx
Brand 3,17067773,28.51,1/11/2024,2024-01-11T14:02:28.213000,13444,2999797,6.17e+18,Category 8,Us,Wv
Brand 1,1388720,13.25,1/11/2024,2024-01-11T12:21:45,133,1232996,2.24e+18,Category 8,Us,Tx
Brand 3,17066336,7.84,1/11/2024,2024-01-11T17:48:28.797000,1128,2999995,7.05e+18,Category 8,Us,Tx
Brand 3,17065574,12.87,1/11/2024,2024-01-11T15:20:10.387000,10809,2999870,5.97e+18,Category 8,Us,Wi
Brand 2,3813288,2.98,1/11/2024,2024-01-11T15:45:02,527,756963,2.73e+18,Category 8,Us,Vt
Brand 1,1388651,11.96,1/11/2024,2024-01-11T11:45:02,376,1232983,7.57e+18,Category 8,Us,Pa
Brand 2,3813642,12.17,1/11/2024,2024-01-11T19:52:19,1056,757023,4.94e+17,Category 8,Us,Nj
Brand 1,1388895,3.87,1/11/2024,2024-01-11T14:07:36,382,1233032,8.29e+18,Category 8,Us,Wa
Brand 1,1388253,15.79,1/11/2024,2024-01-11T01:19:00,1071,1232900,3.95e+18,Category 8,Us,Tn
Brand 3,17066583,21.95,1/11/2024,2024-01-11T18:38:48.473000,8517,3000041,6.84e+17,Category 8,Us,Va
Brand 4,17066675,6.08,1/11/2024,2024-01-11T18:59:32.813000,15556,3000055,7.89e+18,Category 8,Us,Tn
Brand 3,17065573,7.66,1/11/2024,2024-01-11T15:20:10.387000,6319,2999870,5.97e+18,Category 8,Us,Wi
Brand 3,17068073,20.37,1/11/2024,2024-01-11T23:11:57.070000,14194,3000261,8.81e+18,Category 8,Xx,Other
Brand 4,17063725,20.18,1/11/2024,2024-01-11T08:19:32.340000,16052,2999531,7.93e+18,Category 8,Us,Tn
Brand 6,17066118,37.81,1/11/2024,2024-01-11T16:43:20.407000,19851,2999952,9.13e+18,Category 8,Us,Tn
Brand 2,3812385,2.37,1/11/2024,2024-01-11T08:33:18,864,756778,4.49e+18,Category 8,Us,Nc
Brand 3,17063621,11.93,1/11/2024,2024-01-11T06:01:22.330000,5300,2999510,5.99e+18,Category 8,Us,Tx
Brand 2,3813818,27.28,1/11/2024,2024-01-11T22:30:12,1178,757065,3.81e+18,Category 8,Us,Tx
Brand 3,17064305,9.67,1/11/2024,2024-01-11T11:44:09.173000,805,2999642,2.31e+17,Category 8,Us,Wi
Brand 2,3813870,8.87,1/11/2024,2024-01-11T23:09:23,1075,757074,3.46e+18,Category 8,Us,Wi
Brand 3,17063796,42.07,1/11/2024,2024-01-11T08:41:19.120000,2889,2999542,9.05e+17,Category 8,Us,Nj
Brand 3,17064501,14.77,1/11/2024,2024-01-11T12:17:12.513000,13492,2999682,2.73e+18,Category 8,Us,Vt
Brand 7,17063712,0.0,1/11/2024,2024-01-11T08:13:10.817000,21804,2999530,6.8e+18,Other,Us,Pa
Brand 4,17067507,11.29,1/11/2024,2024-01-11T21:55:55.540000,15395,3000187,8.04e+18,Category 8,Us,Wv
Brand 3,17064486,12.45,1/11/2024,2024-01-11T12:16:26.130000,11895,2999679,8.81e+18,Category 8,Xx,Other
Brand 2,3813414,13.36,1/11/2024,2024-01-11T16:56:12,1013,756983,8.08e+18,Category 8,Us,Pa
Brand 1,1388930,3.39,1/11/2024,2024-01-11T14:24:22,2219,1233034,6.81e+18,Category 8,Us,Wi
Brand 1,1389510,2.04,1/11/2024,2024-01-11T20:49:32,1235,1233156,2.19e+18,Category 8,Us,Wi
Brand 3,17063232,20.7,1/11/2024,2024-01-11T00:17:49.717000,1124,2999468,7.91e+18,Category 8,Us,Wa
Brand 4,17066032,178.01,1/11/2024,2024-01-11T16:31:09.783000,15402,2999939,9.12e+18,Category 8,Us,Tx
Brand 2,3813711,91.71,1/11/2024,2024-01-11T21:19:25,654,757038,7.76e+18,Category 8,Us,Wa
Brand 4,17066432,5.78,1/11/2024,2024-01-11T18:10:49.170000,15167,3000014,9.53e+16,Category 8,Us,Mi
Brand 2,3812893,44.84,1/11/2024,2024-01-11T13:26:50,903,756888,7.95e+18,Category 8,Us,Tx
Brand 1,1388600,11.31,1/11/2024,2024-01-11T11:23:36,587,1232972,7.63e+18,Category 3,Us,Tx
Brand 3,17066201,71.97,1/11/2024,2024-01-11T17:06:44.760000,13076,2999970,5.01e+18,Category 8,Us,Tx
Brand 3,17066325,10.5,1/11/2024,2024-01-11T17:43:24,22383,2999993,2.09e+18,Category 8,Us,Sc
Brand 3,17068048,23.51,1/11/2024,2024-01-11T23:07:37.963000,8677,3000257,5.7e+18,Category 8,Us,Sc
Brand 3,17064071,8.0,1/11/2024,2024-01-11T10:47:49.053000,1171,2999595,4.7e+18,Category 8,Us,Va
Brand 6,17064567,3.99,1/11/2024,2024-01-11T12:37:06.990000,20393,2999700,2.5e+18,Category 8,Us,Va
Brand 3,17064749,8.18,1/11/2024,2024-01-11T13:06:47.550000,22381,2999729,2.96e+18,Category 8,Us,Tx
Brand 7,17066578,6.57,1/11/2024,2024-01-11T18:38:34.103000,19114,3000040,3.22e+18,Category 1,Us,Wy
Brand 6,17067968,12.67,1/11/2024,2024-01-11T22:58:39.880000,19953,3000250,8.87e+18,Category 8,Us,Wv
Brand 4,17066730,11.17,1/11/2024,2024-01-11T19:06:42.823000,16359,3000061,7.51e+18,Category 5,Us,Tx
Brand 3,17064045,3.18,1/11/2024,2024-01-11T10:39:44.433000,672,2999591,6.63e+18,Category 8,Us,Tx
Brand 3,17066687,22.56,1/11/2024,2024-01-11T19:02:17.413000,9308,3000058,3.76e+18,Category 8,Us,Wv
Brand 3,17063411,3.94,1/11/2024,2024-01-11T01:52:29.067000,3682,2999488,1.52e+18,Category 8,Us,Tx
Brand 2,3812773,30.89,1/11/2024,2024-01-11T12:34:13,955,756863,5.99e+18,Category 8,Us,Tx
Brand 3,17065042,17.27,1/11/2024,2024-01-11T13:40:29.677000,5297,2999768,4.78e+18,Category 8,Us,Ut
Brand 3,17065584,7.74,1/11/2024,2024-01-11T15:22:14.810000,1171,2999872,6.67e+18,Category 8,Us,Pa
Brand 1,1388806,81.86,1/11/2024,2024-01-11T13:00:27,2026,1233012,9.87e+17,Other,Us,Md
Brand 3,17066382,29.43,1/11/2024,2024-01-11T17:57:32.490000,727,3000003,5.02e+17,Category 8,Us,Ny
Brand 3,17063974,3.51,1/11/2024,2024-01-11T10:20:32.650000,5178,2999578,4.65e+18,Category 8,Us,Tx
Brand 4,17064089,141.21,1/11/2024,2024-01-11T10:53:07.077000,15393,2999599,3.59e+18,Category 8,Us,Oh
Brand 2,3813500,5.93,1/11/2024,2024-01-11T18:14:54,321,756997,5.22e+18,Category 8,Us,Oh
Brand 2,3812797,77.5,1/11/2024,2024-01-11T12:51:13,1236,756868,8.68e+18,Category 3,Us,Wa
Brand 6,17063839,3.86,1/11/2024,2024-01-11T08:53:25.783000,19849,2999546,8.59e+18,Category 8,Us,Oh
Brand 2,3812697,1.78,1/11/2024,2024-01-11T11:56:50,1405,756844,2.4e+18,Category 8,Us,Pa
Brand 3,17067116,57.06,1/11/2024,2024-01-11T20:32:14.330000,551,3000128,7.06e+18,Category 8,Us,Wi
Brand 1,1388390,18.98,1/11/2024,2024-01-11T08:29:01,316,1232929,9.88e+17,Category 8,Us,La
Brand 3,17064606,10.31,1/11/2024,2024-01-11T12:45:37.330000,931,2999708,5.38e+18,Category 8,Us,Va
Brand 3,17063736,19.45,1/11/2024,2024-01-11T08:21:04.490000,601,2999532,4.57e+18,Category 8,Us,Wv
Brand 3,17064783,67.82,1/11/2024,2024-01-11T13:10:20.047000,7894,2999734,8.75e+17,Category 8,Us,Nh
Brand 2,3813804,41.97,1/11/2024,2024-01-11T22:18:16,1052,757060,4.41e+18,Category 8,Us,Tx
Brand 3,17067398,172.61,1/11/2024,2024-01-11T21:27:30.493000,5270,3000171,3.32e+18,Category 6,Us,Va
Brand 3,17066694,127.82,1/11/2024,2024-01-11T19:02:17.413000,2215,3000058,3.76e+18,Category 8,Us,Wv
Brand 3,17065215,9.6,1/11/2024,2024-01-11T14:15:32.577000,3986,2999810,5.64e+18,Category 4,Us,Va
Brand 3,17063391,17.71,1/11/2024,2024-01-11T01:51:50.440000,551,2999487,7.24e+18,Category 8,Us,Wv
Brand 3,17065475,9.59,1/11/2024,2024-01-11T15:02:07.080000,7836,2999853,6.13e+18,Category 8,Us,Wy
Brand 4,17067909,7.37,1/11/2024,2024-01-11T22:51:49.507000,22129,3000240,7.41e+18,Category 3,Us,Wv
Brand 1,1389443,4.36,1/11/2024,2024-01-11T20:19:15,2118,1233145,4.66e+18,Category 8,Us,Ok
Brand 3,17064034,30.93,1/11/2024,2024-01-11T10:37:46.897000,13331,2999588,3.29e+18,Other,Us,Wa
Brand 1,1388638,8.99,1/11/2024,2024-01-11T11:42:21,827,1232981,7.05e+18,Category 6,Us,Tx
Brand 3,17071055,5.83,1/11/2024,2024-01-11T19:16:46.407000,8638,3000071,4.44e+18,Category 8,Us,Wv
Brand 2,3813092,8.44,1/11/2024,2024-01-11T14:44:09,1010,756927,2.77e+18,Category 8,Us,Ut
Brand 1,1388671,9.68,1/11/2024,2024-01-11T12:06:08,1476,1232988,7.48e+18,Category 7,Us,Wi
Brand 3,17066378,9.28,1/11/2024,2024-01-11T17:55:55.750000,13337,3000001,7.2e+17,Category 8,Us,Wi
Brand 3,17063440,1.01,1/11/2024,2024-01-11T02:12:35.443000,14446,2999491,3.06e+18,Category 2,Us,Wi
Brand 3,17064497,19.85,1/11/2024,2024-01-11T12:16:58.537000,21556,2999681,1.77e+18,Category 8,Us,Pa
Brand 2,3812687,1.35,1/11/2024,2024-01-11T11:49:13,475,756841,7.62e+18,Category 3,Us,Va
Brand 1,1388565,55.88,1/11/2024,2024-01-11T10:59:25,1998,1232964,1.88e+18,Category 3,Us,Pa
Brand 2,3812293,21.15,1/11/2024,2024-01-11T02:53:17,1352,756751,4.01e+18,Category 8,Us,Va
Brand 3,17067709,13.54,1/11/2024,2024-01-11T22:19:16.373000,12874,3000211,6.7e+18,Category 6,Us,Oh
Brand 3,17065576,39.29,1/11/2024,2024-01-11T15:20:56.283000,11128,2999871,6.06e+18,Category 8,Us,Wa
Brand 3,17066373,10.03,1/11/2024,2024-01-11T17:55:55.750000,11608,3000001,7.2e+17,Category 8,Us,Wi
Brand 1,1388642,11.58,1/11/2024,2024-01-11T11:45:02,1261,1232983,7.57e+18,Category 8,Us,Pa
Brand 3,17064052,15.42,1/11/2024,2024-01-11T10:39:44.433000,14122,2999591,6.63e+18,Category 8,Us,Tx
Brand 3,17066635,7.41,1/11/2024,2024-01-11T18:50:58.947000,812,3000048,7.1e+18,Category 8,Us,Wv
Brand 3,17064216,31.12,1/11/2024,2024-01-11T11:21:31.583000,22084,2999622,7.31e+18,Category 8,Us,Va
Brand 1,1388488,2.98,1/11/2024,2024-01-11T10:10:13,391,1232949,7.11e+18,Category 8,Us,Wa
Brand 3,17065868,57.06,1/11/2024,2024-01-11T16:03:28.447000,9400,2999914,1.98e+18,Category 8,Us,Tx
Brand 2,3813831,45.5,1/11/2024,2024-01-11T22:31:55,1391,757066,5.18e+18,Category 6,Us,Va
Brand 3,17067396,20.23,1/11/2024,2024-01-11T21:27:30.493000,4702,3000171,3.32e+18,Category 6,Us,Va
Brand 1,1388742,9.7,1/11/2024,2024-01-11T12:25:21,536,1232999,4.9e+18,Category 8,Us,Pa
Brand 3,17063409,4.05,1/11/2024,2024-01-11T01:52:29.067000,3538,2999488,1.52e+18,Category 8,Us,Tx
Brand 3,17066544,26.08,1/11/2024,2024-01-11T18:33:32.030000,13492,3000034,5.28e+18,Category 8,Us,Wi
Brand 4,17065980,15.02,1/11/2024,2024-01-11T16:19:41.467000,15933,2999930,4.78e+18,Category 8,Us,Ut
Brand 1,1388540,26.98,1/11/2024,2024-01-11T10:38:42,780,1232958,2.93e+18,Category 4,Us,Wi
Brand 2,3813569,3.59,1/11/2024,2024-01-11T18:51:42,675,757006,7.69e+18,Category 8,Us,Va
Brand 1,1389071,11.45,1/11/2024,2024-01-11T15:37:12,156,1233059,1.92e+17,Category 8,Us,Tx
Brand 3,17065741,25.33,1/11/2024,2024-01-11T15:52:02.383000,7181,2999895,6.11e+17,Category 6,Us,Ny
Brand 1,1388999,3.67,1/11/2024,2024-01-11T14:55:49,1036,1233047,5.5e+18,Category 8,Us,Va
Brand 3,17066581,35.82,1/11/2024,2024-01-11T18:38:48.473000,2986,3000041,6.84e+17,Category 8,Us,Va
Brand 3,17066139,15.13,1/11/2024,2024-01-11T16:49:21.017000,1124,2999956,8.52e+16,Category 8,Us,Tx
Brand 1,1389044,3.56,1/11/2024,2024-01-11T15:15:05,747,1233053,6.11e+17,Category 8,Us,Ny
Brand 3,17065685,21.41,1/11/2024,2024-01-11T15:44:21.950000,20606,2999888,4.43e+18,Category 10,Us,Wv
Brand 5,17063590,47.85,1/11/2024,2024-01-11T05:00:00.963000,21072,2999505,3.75e+18,Category 4,Us,Tx
Brand 1,1388571,37.94,1/11/2024,2024-01-11T11:06:43,308,1232966,9.78e+17,Category 8,Us,Ny
Brand 3,17067339,8.95,1/11/2024,2024-01-11T21:11:56.900000,3014,3000162,4.36e+18,Category 8,Us,Or
Brand 2,3812703,36.28,1/11/2024,2024-01-11T12:01:44,1215,756846,5.29e+18,Category 7,Us,Tx
Brand 4,17068837,14.35,1/12/2024,2024-01-12T04:14:48.550000,15399,3000357,9.19e+18,Category 8,Us,Mi
Brand 2,3814559,0.82,1/12/2024,2024-01-12T13:00:20,270,757211,1.63e+18,Category 8,Us,Wv
Brand 1,1390054,126.99,1/12/2024,2024-01-12T10:06:30,2000,1233276,5.28e+18,Category 3,Us,Wi
Brand 3,17068608,26.89,1/12/2024,2024-01-12T01:22:31.763000,581,3000325,2.3e+18,Category 8,Us,Wv
Brand 3,17069878,19.55,1/12/2024,2024-01-12T15:55:56.030000,21906,3000598,4.97e+18,Category 6,Us,Ut
Brand 2,3814391,3.71,1/12/2024,2024-01-12T11:52:18,950,757184,6.44e+18,Category 8,Us,Wi
Brand 1,1390806,18.97,1/12/2024,2024-01-12T14:35:15,1466,1233405,5e+17,Category 7,Us,In
Brand 1,1391277,18.29,1/12/2024,2024-01-12T19:32:15,1076,1233485,6.06e+18,Category 8,Us,Wa
Brand 3,17069873,9.89,1/12/2024,2024-01-12T15:55:56.030000,4660,3000598,4.97e+18,Category 9,Us,Ut
Brand 4,17069188,3.19,1/12/2024,2024-01-12T09:30:12.673000,15346,3000421,4.14e+18,Category 8,Us,Va
Brand 3,17069021,25.64,1/12/2024,2024-01-12T07:03:20.100000,2717,3000382,8.3e+18,Category 8,Us,Oh
Brand 7,17070305,10.0,1/12/2024,2024-01-12T20:32:26.080000,19556,3000684,8.94e+18,Category 2,Us,Sc
Brand 1,1390905,2.76,1/12/2024,2024-01-12T15:10:42,1012,1233418,4.75e+18,Category 8,Us,Vi
Brand 2,3814349,6.83,1/12/2024,2024-01-12T11:36:15,49,757179,2.46e+18,Category 3,Us,Pa
Brand 1,1390040,14.31,1/12/2024,2024-01-12T09:53:33,289,1233270,3.58e+18,Category 8,Us,Va
Brand 3,17069746,6.62,1/12/2024,2024-01-12T14:39:12.930000,9823,3000562,7.23e+18,Category 1,Us,Wi
Brand 3,17069170,26.7,1/12/2024,2024-01-12T09:29:06.277000,14412,3000420,5.5e+18,Category 2,Us,Va
Brand 1,1391249,3.27,1/12/2024,2024-01-12T18:56:15,884,1233475,4.22e+18,Category 8,Us,Va
Brand 3,17068925,22.28,1/12/2024,2024-01-12T05:39:06.563000,2787,3000368,6.85e+16,Category 6,Us,Va
Brand 1,1391310,26.67,1/12/2024,2024-01-12T20:15:33,785,1233495,8.6e+18,Category 5,Us,Pa
Brand 6,17069120,4.29,1/12/2024,2024-01-12T08:44:14.140000,20140,3000406,8.82e+17,Category 8,Us,Fl
Brand 1,1390125,11.13,1/12/2024,2024-01-12T10:43:01,1035,1233289,2.55e+17,Category 8,Us,Va
Brand 4,17070216,2.89,1/12/2024,2024-01-12T19:40:56.660000,15550,3000666,6.79e+18,Category 8,Us,Wi
Brand 1,1389734,9.07,1/12/2024,2024-01-12T00:27:19,696,1233202,7.76e+18,Category 8,Us,Wa
Brand 1,1391322,10.3,1/12/2024,2024-01-12T20:25:03,1345,1233498,9.01e+18,Category 8,Us,Wi
Brand 1,1390676,43.22,1/12/2024,2024-01-12T14:08:15,890,1233386,6.9e+18,Category 8,Us,Wa
Brand 1,1391489,26.68,1/12/2024,2024-01-12T22:23:15,899,1233523,2.47e+18,Category 8,Us,Sc
Brand 3,17068485,10.81,1/12/2024,2024-01-12T00:44:06.053000,19696,3000310,5.38e+18,Category 8,Us,Va
Brand 1,1391333,15.45,1/12/2024,2024-01-12T20:30:55,343,1233500,5.58e+18,Category 8,Us,Tx
Brand 1,1390178,3.36,1/12/2024,2024-01-12T11:03:47,1177,1233298,3.31e+18,Category 8,Us,Wa
Brand 3,17069082,159.93,1/12/2024,2024-01-12T08:09:03.027000,21481,3000395,4.52e+18,Category 7,Us,Other
Brand 3,17069926,13.08,1/12/2024,2024-01-12T16:39:00.097000,7836,3000612,9.96e+17,Category 8,Us,Mi
Brand 1,1390599,16.0,1/12/2024,2024-01-12T13:53:16,117,1233374,6.48e+18,Category 8,Us,Wv
Brand 2,3814931,14.17,1/12/2024,2024-01-12T15:35:40,258,757282,4.32e+18,Category 8,Us,Va
Brand 7,17069897,44.19,1/12/2024,2024-01-12T16:03:42.640000,18440,3000604,3.74e+18,Category 4,Us,Tx
Brand 1,1390322,15.72,1/12/2024,2024-01-12T12:02:06,1130,1233321,5.16e+18,Category 8,Us,Va
