customer_id,country,state
1.40E+18,US,CT
3.18E+18,US,CT
1.38E+18,US,CT
5.87E+18,US,CT
9.82E+17,US,CT
1.07E+17,US,CT
5.15E+18,US,CT
9.24E+17,US,CT
3.40E+18,US,CT
5.45E+18,US,CT
2.27E+18,US,CT
3.37E+18,US,CT
7.48E+18,US,CT
9.06E+18,US,CT
5.58E+18,US,CT
5.16E+18,US,CT
6.24E+18,US,CT
8.87E+18,US,CT
3.21E+18,US,CT
2.86E+18,US,CT
2.85E+18,US,CT
6.14E+18,US,CT
7.30E+18,US,CT
2.67E+18,US,DC
2.10E+18,US,DC
6.51E+18,US,DC
9.50E+17,US,DC
6.73E+18,US,DC
1.63E+18,US,DC
6.47E+18,US,DC
5.51E+16,US,DC
7.73E+18,US,DE
7.68E+18,US,DE
2.20E+18,US,DE
2.64E+18,US,DE
8.53E+18,US,DE
3.55E+18,US,DE
3.37E+18,US,DE
8.09E+17,US,DE
3.54E+18,US,DE
4.01E+18,US,DE
5.90E+18,US,DE
4.59E+18,US,DE
6.24E+18,US,DE
5.54E+18,US,DE
2.01E+18,US,DE
8.91E+18,US,DE
5.57E+17,US,DE
3.36E+18,US,DE
8.93E+18,US,DE
4.78E+18,US,DE
3.17E+18,US,DE
6.83E+18,US,DE
3.99E+18,US,DE
2.65E+18,US,DE
7.40E+18,US,DE
3.53E+18,US,DE
8.04E+18,US,DE
7.45E+17,US,DE
4.28E+18,US,DE
4.00E+18,US,DE
5.27E+18,US,DE
2.83E+18,US,DE
1.15E+17,US,DE
2.31E+17,US,DE
4.94E+18,US,DE
3.17E+18,US,DE
4.97E+18,US,DE
7.64E+18,US,DE
6.38E+18,US,DE
4.21E+18,US,FL
8.61E+18,US,FL
5.03E+18,US,FL
5.98E+18,US,FL
1.60E+18,US,FL
6.09E+18,US,FL
3.02E+18,US,FL
2.31E+18,US,FL
8.17E+18,US,FL
9.83E+17,US,FL
7.91E+18,US,FL
6.95E+18,US,FL
6.00E+18,US,FL
4.14E+18,US,FL
4.64E+18,US,FL
7.03E+18,US,FL
8.48E+18,US,FL
6.30E+18,US,FL
6.90E+18,US,FL
6.79E+18,US,FL
2.76E+18,US,FL
7.39E+18,US,FL
9.08E+18,US,FL
2.79E+18,US,FL
7.96E+18,US,FL
2.86E+18,US,FL
6.99E+18,US,FL
3.64E+18,US,FL
8.97E+18,US,FL
8.37E+18,US,FL
4.85E+18,US,FL
5.61E+18,US,FL
8.15E+18,US,FL
7.16E+18,US,FL
8.32E+18,US,FL
6.53E+16,US,FL
8.88E+18,US,FL
5.74E+18,US,FL
4.17E+18,US,FL
5.07E+18,US,FL
5.43E+18,US,FL
8.06E+18,US,FL
3.91E+18,US,FL
1.80E+18,US,FL
4.40E+18,US,FL
8.38E+18,US,FL
4.34E+18,US,FL
8.84E+18,US,FL
4.35E+18,US,FL
4.75E+18,US,FL
5.25E+18,US,FL
2.77E+18,US,FL
1.17E+18,US,FL
3.21E+18,US,FL
5.63E+18,US,FL
5.95E+18,US,FL
8.67E+18,US,FL
8.05E+18,US,FL
9.18E+18,US,FL
3.03E+18,US,FL
9.52E+17,US,FL
3.28E+18,US,FL
7.19E+18,US,FL
6.13E+18,US,FL
7.69E+18,US,FL
8.33E+17,US,FL
8.83E+18,US,FL
7.64E+18,US,FL
7.46E+18,US,FL
2.11E+18,US,FL
7.86E+18,US,FL
6.86E+18,US,FL
8.13E+18,US,FL
6.33E+18,US,FL
6.88E+18,US,FL
6.06E+18,US,FL
4.11E+18,US,FL
4.52E+17,US,FL
5.93E+18,US,FL
1.00E+18,US,FL
2.28E+18,US,FL
2.41E+18,US,FL
4.72E+18,US,FL
1.48E+18,US,FL
5.54E+18,US,FL
4.36E+18,US,FL
6.65E+17,US,FL
3.64E+18,US,FL
5.96E+18,US,FL
1.98E+18,US,FL
7.93E+18,US,FL
8.25E+18,US,FL
2.48E+18,US,FL
1.12E+18,US,FL
1.90E+18,US,FL
2.88E+18,US,FL
4.48E+18,US,FL
6.13E+18,US,FL
4.58E+17,US,FL
8.09E+18,US,FL
7.58E+18,US,FL
1.88E+18,US,FL
4.83E+18,US,FL
4.33E+18,US,FL
3.17E+18,US,FL
6.68E+18,US,FL
8.60E+18,US,FL
2.77E+17,US,FL
9.20E+18,US,FL
3.31E+18,US,FL
5.67E+17,US,FL
6.73E+18,US,FL
5.94E+18,US,FL
1.39E+18,US,FL
4.11E+18,US,FL
3.48E+18,US,FL
2.75E+18,US,FL
1.01E+18,US,FL
6.34E+18,US,FL
1.95E+18,US,FL
3.33E+18,US,FL
3.78E+18,US,FL
5.72E+18,US,FL
3.36E+18,US,FL
5.49E+18,US,FL
6.06E+18,US,FL
1.21E+18,US,FL
3.80E+18,US,FL
8.41E+18,US,FL
6.65E+18,US,FL
2.01E+17,US,FL
1.34E+18,US,FL
2.22E+18,US,FL
9.11E+18,US,FL
4.63E+18,US,FL
7.02E+18,US,FL
5.46E+18,US,FL
1.24E+18,US,FL
6.40E+18,US,FL
3.89E+18,US,FL
3.72E+18,US,FL
5.94E+18,US,FL
6.46E+18,US,FL
5.29E+17,US,FL
4.89E+18,US,FL
7.63E+18,US,FL
7.39E+18,US,FL
9.07E+18,US,FL
7.51E+18,US,FL
4.36E+18,US,FL
8.07E+18,US,FL
3.95E+18,US,FL
6.51E+18,US,FL
3.18E+18,US,FL
1.24E+18,US,FL
5.35E+18,US,FL
8.08E+18,US,FL
9.16E+18,US,FL
1.53E+18,US,FL
3.22E+18,US,FL
7.29E+16,US,FL
3.38E+18,US,FL
2.84E+18,US,FL
6.61E+18,US,FL
4.16E+18,US,FL
2.62E+18,US,FL
7.41E+18,US,FL
8.99E+17,US,FL
4.28E+18,US,FL
4.94E+18,US,FL
6.89E+18,US,FL
3.09E+18,US,FL
7.19E+18,US,FL
5.00E+18,US,FL
1.38E+18,US,FL
8.98E+18,US,FL
6.39E+18,US,FL
3.19E+18,US,FL
3.55E+18,US,FL
3.55E+18,US,FL
3.89E+18,US,FL
6.96E+18,US,FL
8.43E+18,US,FL
5.90E+18,US,FL
6.14E+18,US,FL
1.80E+18,US,FL
6.22E+18,US,FL
3.03E+18,US,FL
7.21E+17,US,FL
9.57E+17,US,FL
7.39E+18,US,FL
5.57E+18,US,FL
2.47E+18,US,FL
3.77E+18,US,FL
1.70E+18,US,FL
6.04E+18,US,FL
6.72E+18,US,FL
1.23E+17,US,FL
7.29E+18,US,FL
5.05E+18,US,FL
7.45E+18,US,FL
4.18E+18,US,FL
8.43E+18,US,FL
2.36E+18,US,FL
3.14E+18,US,FL
3.79E+18,US,FL
3.95E+18,US,FL
5.80E+18,US,FL
8.12E+18,US,FL
7.62E+18,US,FL
5.63E+18,US,FL
3.49E+18,US,FL
7.24E+18,US,FL
5.41E+18,US,FL
1.33E+18,US,FL
2.82E+18,US,FL
1.24E+18,US,FL
8.18E+18,US,FL
4.54E+18,US,FL
5.81E+18,US,FL
5.11E+18,US,FL
7.71E+18,US,FL
1.64E+18,US,FL
5.13E+17,US,FL
1.26E+18,US,FL
1.32E+18,US,FL
1.25E+18,US,FL
9.19E+18,US,FL
2.12E+18,US,FL
3.51E+18,US,FL
4.30E+18,US,FL
2.69E+18,US,FL
9.19E+18,US,FL
7.33E+18,US,FL
5.16E+18,US,FL
1.60E+18,US,FL
3.00E+18,US,FL
6.05E+18,US,FL
8.35E+18,US,FL
2.20E+18,US,FL
1.29E+18,US,FL
1.34E+18,US,FL
3.48E+18,US,FL
5.33E+18,US,FL
7.51E+18,US,FL
2.61E+17,US,FL
1.69E+18,US,FL
2.31E+18,US,FL
6.26E+18,US,FL
8.49E+18,US,FL
7.95E+18,US,FL
6.71E+18,US,FL
1.41E+18,US,FL
3.71E+18,US,FL
5.59E+18,US,FL
6.60E+18,US,FL
2.82E+18,US,FL
8.19E+18,US,FL
8.69E+17,US,FL
1.41E+18,US,FL
3.32E+18,US,FL
7.01E+18,US,FL
2.95E+18,US,FL
1.96E+18,US,FL
5.32E+18,US,FL
2.62E+18,US,FL
4.20E+18,US,FL
1.82E+18,US,FL
1.04E+17,US,FL
5.69E+18,US,FL
6.89E+17,US,FL
6.32E+18,US,FL
6.78E+18,US,FL
4.14E+18,US,FL
8.82E+17,US,FL
7.59E+18,US,FL
2.51E+18,US,FL
3.14E+18,US,FL
2.13E+18,US,FL
8.05E+18,US,FL
3.79E+18,US,FL
7.15E+18,US,FL
4.02E+18,US,FL
2.93E+18,US,FL
3.47E+17,US,FL
2.97E+18,US,FL
2.00E+17,US,FL
5.43E+18,US,FL
8.33E+18,US,FL
1.15E+18,US,FL
4.10E+18,US,FL
1.58E+18,US,FL
8.80E+18,US,FL
8.25E+18,US,FL
3.14E+17,US,FL
1.51E+17,US,FL
8.18E+17,US,FL
8.18E+18,US,FL
3.13E+18,US,FL
8.65E+17,US,FL
1.34E+18,US,FL
6.62E+18,US,FL
8.80E+18,US,FL
3.36E+18,US,FL
2.21E+18,US,FL
1.33E+18,US,FL
8.29E+18,US,FL
6.72E+18,US,FL
1.50E+16,US,FL
2.76E+18,US,FL
4.60E+18,US,FL
6.60E+18,US,FL
4.90E+18,US,FL
9.53E+17,US,FL
6.00E+18,US,FL
1.76E+18,US,FL
3.41E+18,US,FL
4.36E+18,US,FL
4.15E+18,US,FL
4.50E+18,US,FL
5.87E+18,US,FL
2.18E+18,US,FL
2.29E+18,US,FL
5.35E+18,US,FL
7.86E+18,US,FL
8.07E+18,US,FL
1.89E+18,US,FL
6.56E+18,US,FL
7.62E+18,US,FL
2.54E+18,US,FL
1.84E+18,US,FL
7.71E+18,US,FL
8.36E+18,US,FL
7.39E+18,US,FL
9.48E+16,US,FL
2.74E+18,US,FL
4.96E+17,US,FL
9.36E+17,US,FL
3.09E+18,US,FL
4.07E+18,US,FL
5.40E+18,US,FL
4.24E+18,US,FL
8.44E+18,US,FL
6.71E+18,US,FL
1.84E+18,US,FL
4.02E+18,US,FL
2.72E+18,US,FL
8.49E+18,US,FL
1.36E+18,US,FL
4.65E+18,US,FL
5.11E+18,US,FL
1.94E+18,US,FL
1.68E+18,US,FL
3.69E+18,US,FL
1.83E+17,US,FL
5.88E+18,US,FL
3.90E+18,US,FL
2.00E+18,US,FL
5.35E+18,US,FL
3.09E+18,US,FL
3.42E+18,US,FL
1.96E+18,US,FL
6.26E+18,US,FL
1.07E+18,US,FL
2.04E+18,US,FL
9.01E+18,US,FL
5.33E+18,US,FL
4.63E+18,US,FL
3.06E+18,US,FL
3.47E+18,US,FL
4.63E+18,US,FL
1.95E+18,US,FL
8.90E+18,US,FL
7.09E+18,US,FL
2.67E+18,US,FL
1.47E+17,US,FL
5.03E+18,US,FL
6.79E+18,US,FL
6.87E+18,US,FL
5.84E+18,US,FL
5.00E+17,US,FL
5.46E+18,US,FL
3.71E+18,US,FL
6.85E+18,US,FL
8.54E+18,US,FL
6.62E+18,US,FL
2.23E+18,US,FL
9.42E+17,US,FL
5.82E+18,US,FL
7.10E+17,US,FL
8.81E+18,US,FL
6.59E+18,US,FL
5.05E+18,US,FL
7.23E+18,US,FL
9.22E+18,US,FL
2.25E+16,US,FL
3.66E+18,US,FL
7.58E+17,US,FL
1.59E+18,US,FL
3.23E+18,US,FL
8.45E+18,US,FL
1.37E+18,US,FL
4.48E+18,US,FL
6.86E+18,US,FL
5.76E+18,US,FL
8.47E+18,US,FL
6.58E+18,US,FL
7.20E+18,US,FL
9.63E+17,US,FL
1.35E+18,US,FL
5.97E+18,US,FL
3.34E+18,US,FL
4.72E+18,US,FL
9.13E+18,US,FL
6.42E+18,US,FL
5.10E+18,US,FL
3.79E+17,US,FL
9.44E+17,US,FL
5.07E+18,US,FL
2.83E+18,US,FL
5.92E+18,US,FL
3.07E+18,US,FL
5.28E+18,US,FL
1.41E+18,US,FL
2.50E+18,US,FL
3.88E+18,US,FL
8.59E+18,US,FL
4.83E+18,US,FL
7.40E+18,US,FL
6.37E+18,US,FL
7.72E+18,US,FL
8.90E+18,US,FL
1.64E+18,US,FL
5.45E+18,US,FL
6.04E+18,US,FL
7.54E+18,US,FL
7.54E+18,US,FL
3.66E+18,US,FL
7.10E+18,US,FL
7.45E+18,US,FL
8.78E+18,US,FL
6.98E+18,US,FL
8.87E+18,US,FL
5.61E+18,US,FL
5.20E+18,US,FL
8.16E+18,US,FL
3.04E+17,US,FL
6.11E+18,US,FL
9.88E+17,US,FL
5.09E+18,US,FL
1.81E+18,US,FL
7.42E+18,US,FL
6.99E+18,US,FL
3.46E+18,US,FL
4.68E+18,US,FL
5.05E+18,US,FL
6.07E+18,US,FL
1.32E+18,US,FL
5.15E+18,US,FL
3.14E+18,US,FL
8.38E+18,US,FL
8.42E+17,US,FL
3.26E+17,US,FL
5.52E+18,US,FL
5.87E+18,US,FL
4.94E+18,US,FL
6.50E+18,US,FL
9.81E+17,US,FL
6.82E+18,US,FL
9.49E+17,US,FL
2.65E+18,US,FL
8.06E+18,US,FL
7.87E+18,US,FL
1.19E+18,US,FL
2.49E+18,US,FL
1.59E+18,US,FL
6.58E+18,US,FL
3.86E+18,US,FL
6.97E+18,US,FL
7.21E+18,US,FL
5.16E+18,US,FL
6.56E+18,US,FL
6.30E+18,US,FL
6.29E+18,US,FL
7.90E+18,US,FL
2.85E+18,US,FL
6.28E+18,US,FL
5.88E+18,US,FL
8.14E+18,US,FL
6.13E+18,US,FL
3.05E+18,US,FL
4.62E+17,US,FL
4.48E+18,US,FL
7.35E+18,US,FL
3.45E+18,US,FL
8.65E+18,US,FL
3.14E+18,US,FL
2.59E+18,US,FL
6.04E+18,US,FL
5.23E+18,US,FL
4.84E+18,US,FL
1.63E+18,US,FL
8.02E+18,US,FL
2.18E+18,US,FL
2.78E+18,US,FL
4.70E+18,US,FL
8.83E+18,US,FL
7.45E+18,US,FL
5.66E+18,US,FL
5.36E+18,US,FL
2.23E+17,US,FL
5.95E+18,US,FL
2.67E+18,US,FL
7.36E+18,US,FL
8.44E+18,US,FL
1.98E+18,US,FL
4.19E+18,US,FL
1.97E+18,US,FL
2.74E+18,US,FL
7.07E+18,US,FL
2.21E+18,US,FL
7.23E+18,US,FL
7.81E+18,US,FL
5.76E+18,US,FL
1.77E+18,US,FL
7.92E+18,US,FL
8.32E+18,US,FL
4.14E+18,US,FL
8.15E+18,US,FL
4.67E+18,US,FL
2.85E+18,US,FL
4.64E+18,US,FL
1.99E+17,US,FL
3.76E+18,US,FL
8.97E+18,US,FL
5.98E+18,US,FL
2.34E+18,US,FL
2.65E+18,US,FL
4.35E+18,US,FL
3.23E+18,US,FL
3.93E+18,US,FL
6.04E+18,US,FL
4.53E+17,US,FL
4.47E+18,US,FL
7.17E+18,US,FL
4.01E+18,US,FL
1.41E+18,US,FL
1.03E+18,US,FL
4.29E+18,US,FL
4.93E+17,US,FL
1.36E+18,US,FL
8.95E+18,US,FL
1.56E+18,US,FL
1.35E+17,US,FL
3.00E+18,US,FL
1.57E+18,US,FL
4.57E+18,US,FL
1.79E+18,US,FL
3.63E+18,US,FL
6.85E+18,US,FL
4.58E+18,US,FL
2.28E+18,US,FL
1.37E+18,US,FL
5.29E+18,US,FL
6.28E+18,US,FL
9.05E+18,US,FL
9.12E+18,US,FL
4.38E+18,US,FL
3.91E+18,US,FL
4.54E+18,US,FL
7.89E+18,US,FL
7.75E+18,US,FL
6.86E+18,US,FL
1.70E+18,US,FL
5.17E+18,US,FL
4.92E+18,US,FL
6.71E+18,US,FL
6.18E+18,US,FL
2.71E+18,US,FL
6.68E+18,US,FL
8.98E+18,US,FL
5.01E+18,US,FL
4.31E+18,US,FL
6.30E+18,US,FL
8.24E+18,US,FL
4.44E+18,US,FL
4.18E+18,US,FL
2.13E+18,US,FL
3.39E+18,US,FL
8.27E+17,US,FL
2.01E+18,US,FL
6.36E+18,US,FL
6.57E+18,US,FL
7.70E+18,US,FL
6.72E+18,US,FL
7.74E+18,US,FL
7.57E+18,US,FL
4.09E+18,US,FL
4.78E+18,US,FL
8.34E+18,US,FL
3.13E+18,US,FL
6.12E+18,US,FL
3.98E+18,US,FL
1.65E+18,US,FL
5.36E+18,US,FL
4.20E+18,US,FL
7.96E+18,US,FL
5.30E+18,US,FL
3.69E+18,US,FL
7.07E+18,US,FL
6.40E+18,US,FL
4.68E+18,US,FL
1.79E+18,US,GA
6.10E+18,US,GA
8.82E+18,US,GA
1.04E+18,US,GA
2.77E+17,US,GA
7.28E+18,US,GA
1.90E+18,US,GA
8.83E+17,US,GA
7.34E+18,US,GA
1.38E+18,US,GA
6.56E+17,US,GA
2.77E+18,US,GA
3.59E+18,US,GA
5.42E+18,US,GA
1.31E+18,US,GA
3.82E+18,US,GA
2.33E+18,US,GA
1.78E+18,US,GA
1.71E+17,US,GA
7.52E+18,US,GA
7.96E+18,US,GA
1.65E+18,US,GA
7.01E+18,US,GA
4.47E+18,US,GA
1.19E+18,US,GA
8.63E+18,US,GA
6.71E+18,US,GA
2.95E+18,US,GA
2.28E+18,US,GA
4.08E+18,US,GA
7.73E+18,US,GA
8.23E+18,US,GA
2.49E+18,US,GA
5.02E+18,US,GA
1.46E+18,US,GA
7.49E+18,US,GA
4.42E+18,US,GA
5.67E+18,US,GA
8.34E+18,US,GA
2.65E+18,US,GA
4.38E+18,US,GA
8.57E+17,US,GA
7.46E+18,US,GA
6.54E+18,US,GA
8.36E+18,US,GA
8.81E+18,US,GA
1.05E+18,US,GA
1.70E+18,US,GA
3.32E+18,US,GA
5.99E+18,US,GA
6.03E+18,US,GA
4.39E+18,US,GA
6.38E+18,US,GA
5.29E+18,US,GA
2.59E+18,US,GA
8.95E+18,US,GA
8.95E+18,US,GA
5.54E+18,US,GA
6.53E+18,US,GA
7.08E+18,US,GA
6.90E+18,US,GA
2.55E+18,US,GA
6.47E+18,US,GA
2.24E+18,US,GA
7.95E+18,US,GA
6.01E+18,US,GA
5.52E+18,US,GA
5.34E+18,US,GA
7.43E+18,US,GA
6.98E+18,US,GA
2.50E+18,US,GA
5.13E+17,US,GA
7.19E+18,US,GA
7.42E+18,US,GA
6.03E+18,US,GA
5.79E+18,US,GA
1.44E+18,US,GA
1.86E+18,US,GA
5.72E+18,US,GA
1.80E+17,US,GA
1.77E+18,US,GA
2.46E+18,US,GA
2.11E+17,US,GA
7.10E+18,US,GA
4.98E+18,US,GA
5.88E+18,US,GA
4.12E+18,US,GA
1.41E+18,US,GA
6.10E+18,US,GA
6.00E+18,US,GA
6.13E+18,US,GA
1.48E+17,US,GA
8.17E+18,US,GA
9.20E+18,US,GA
9.18E+18,US,GA
3.49E+18,US,GA
2.06E+18,US,GA
4.68E+18,US,GA
1.93E+18,US,GA
7.73E+18,US,GA
9.16E+18,US,GA
7.72E+18,US,GA
4.47E+18,US,GA
9.14E+18,US,GA
4.53E+16,US,GA
4.20E+18,US,GA
4.25E+18,US,GA
1.57E+18,US,GA
6.64E+18,US,GA
7.89E+18,US,GA
2.57E+18,US,GA
8.38E+18,US,GA
4.82E+18,US,GA
6.44E+18,US,GA
6.48E+18,US,GA
9.02E+18,US,GA
5.18E+18,US,GA
8.00E+18,US,GA
3.71E+18,US,GA
2.99E+18,US,GA
3.95E+18,US,GA
2.59E+18,US,GA
7.48E+18,US,GA
3.27E+17,US,GA
7.26E+18,US,GA
6.41E+18,US,GA
5.01E+17,US,GA
3.75E+18,US,GA
3.83E+18,US,GA
5.91E+18,US,GA
1.43E+18,US,GA
9.20E+18,US,GA
4.14E+18,US,GA
6.38E+18,US,GA
3.60E+18,US,GA
2.17E+18,US,GA
1.76E+18,US,GA
9.16E+18,US,GA
1.38E+18,US,GA
7.75E+18,US,GA
2.19E+18,US,GA
7.41E+18,US,GA
4.42E+18,US,GA
2.59E+18,US,GA
6.28E+18,US,GA
4.01E+18,US,GA
8.15E+17,US,GA
7.69E+18,US,GA
5.29E+18,US,GA
5.72E+18,US,GA
6.22E+18,US,GA
8.44E+18,US,GA
7.81E+18,US,GA
8.40E+17,US,GA
8.63E+18,US,GA
7.56E+18,US,GA
2.65E+18,US,GA
8.46E+18,US,GA
9.20E+18,US,GA
4.19E+18,US,GA
5.60E+18,US,GA
7.36E+18,US,GA
2.62E+18,US,GA
7.81E+18,US,GA
7.03E+18,US,GA
2.95E+18,US,GA
3.86E+18,US,GA
2.08E+18,US,GA
1.05E+18,US,GA
3.89E+18,US,GA
2.16E+18,US,GA
4.86E+18,US,GA
6.65E+18,US,GA
3.76E+18,US,GA
5.25E+18,US,GA
7.54E+18,US,GA
8.94E+18,US,GA
6.68E+18,US,GA
4.12E+18,US,GA
3.18E+18,US,GA
3.55E+18,US,GA
4.48E+18,US,GA
1.38E+18,US,GA
6.17E+18,US,GA
7.61E+18,US,GA
6.15E+18,US,GA
6.32E+18,US,GA
4.00E+18,US,GA
1.43E+18,US,GA
6.90E+18,US,GA
8.73E+17,US,GA
6.95E+18,US,GA
4.04E+18,US,GA
3.91E+17,US,GA
6.43E+18,US,GA
4.11E+18,US,GA
7.61E+18,US,GA
5.97E+18,US,GA
6.01E+17,US,GA
8.39E+18,US,GA
7.67E+18,US,GA
1.61E+18,US,GA
1.93E+18,US,GA
3.12E+18,US,GA
1.34E+18,US,GA
8.72E+18,US,GA
8.04E+18,US,GA
8.98E+17,US,GA
7.11E+18,US,GA
4.81E+18,US,GA
1.12E+18,US,GA
8.94E+18,US,GA
1.85E+18,US,GA
3.41E+18,US,GA
2.13E+18,US,GA
8.51E+18,US,GA
6.28E+18,US,GA
3.99E+18,US,GA
6.68E+18,US,GA
3.01E+17,US,GA
2.04E+18,US,GA
2.23E+18,US,GA
1.89E+18,US,GA
1.63E+18,US,GA
2.59E+18,US,GA
2.15E+18,US,GA
4.07E+18,US,GA
5.04E+18,US,GA
6.89E+18,US,GA
2.38E+18,US,GA
6.19E+18,US,GA
7.44E+18,US,GA
2.39E+18,US,GA
2.28E+18,US,GA
7.73E+18,US,GA
3.11E+18,US,GA
5.58E+18,US,GA
9.72E+17,US,GA
8.46E+18,US,GA
5.58E+18,US,GA
6.91E+18,US,GA
8.15E+18,US,GA
7.80E+17,US,GA
1.94E+18,US,GA
1.04E+18,US,GA
8.93E+18,US,GA
3.66E+18,US,GA
8.16E+18,US,GA
5.50E+18,US,GA
8.00E+18,US,GA
4.42E+18,US,GA
7.71E+17,US,GA
3.30E+18,US,GA
5.32E+18,US,GA
1.42E+18,US,GA
7.88E+17,US,GA
1.54E+18,US,GA
8.13E+18,US,GA
6.31E+18,US,GA
1.45E+18,US,GA
7.12E+17,US,GA
1.67E+18,US,GA
4.36E+18,US,GA
3.07E+18,US,GA
6.96E+18,US,GA
2.49E+18,US,GA
6.68E+18,US,GA
5.64E+18,US,GA
3.17E+18,US,GA
7.65E+16,US,GA
2.96E+18,US,GA
2.82E+18,US,GA
8.41E+17,US,GA
3.12E+18,US,GA
5.02E+17,US,GA
5.38E+18,US,GA
6.76E+18,US,GA
5.49E+18,US,GA
8.56E+18,US,GA
2.41E+18,US,GA
8.41E+18,US,GA
6.89E+18,US,GA
2.56E+18,US,GA
1.23E+18,US,GA
6.25E+18,US,GA
3.14E+18,US,GA
6.05E+18,US,GA
2.14E+18,US,GA
5.36E+18,US,GA
7.76E+18,US,GA
5.05E+18,US,GA
1.15E+18,US,GA
7.80E+18,US,GA
5.00E+18,US,GA
4.84E+18,US,GA
3.45E+18,US,GA
2.44E+18,US,GA
7.31E+18,US,GA
9.37E+16,US,GA
8.93E+18,US,GA
1.96E+18,US,GA
1.37E+17,US,GA
1.33E+17,US,GA
2.11E+17,US,GA
1.31E+18,US,GA
3.34E+18,US,GA
9.12E+18,US,GA
6.24E+17,US,GA
3.92E+18,US,GA
1.47E+18,US,GA
2.83E+18,US,GA
4.40E+18,US,GA
4.22E+17,US,GA
3.64E+17,US,GA
6.46E+18,US,GA
5.42E+18,US,GA
5.13E+18,US,GA
3.81E+18,US,GA
4.27E+18,US,GA
1.97E+18,US,GA
9.07E+18,US,GA
2.11E+18,US,GA
7.88E+18,US,GA
2.45E+18,US,GA
6.18E+18,US,GA
2.11E+18,US,GA
6.94E+18,US,GA
4.49E+18,US,GA
2.09E+18,US,GA
7.54E+18,US,GA
2.58E+18,US,GA
5.45E+18,US,GA
4.80E+18,US,GA
1.57E+18,US,GA
8.57E+18,US,GA
8.75E+18,US,GA
6.01E+17,US,GA
2.05E+18,US,GA
2.68E+18,US,GA
1.85E+18,US,GA
8.79E+18,US,GA
5.42E+18,US,GA
8.41E+17,US,GA
6.62E+18,US,GA
2.72E+18,US,GA
6.82E+18,US,GA
8.07E+17,US,GA
1.04E+18,US,GA
1.12E+18,US,GA
5.22E+18,US,GA
4.54E+16,US,GA
5.44E+18,US,GA
2.37E+18,US,GA
7.44E+18,US,GA
5.23E+18,US,GA
7.87E+18,US,GA
7.12E+18,US,GA
3.99E+18,US,GA
1.82E+18,US,GA
7.60E+18,US,GA
5.52E+18,US,GA
7.40E+18,US,GA
8.67E+18,US,GA
4.30E+18,US,GA
3.22E+18,US,GA
6.26E+18,US,GA
4.14E+18,US,GA
9.17E+18,US,GA
1.35E+18,US,GA
6.14E+18,US,GA
3.19E+18,US,GA
7.26E+18,US,GA
3.81E+18,US,GA
4.34E+18,US,GA
4.03E+18,US,GA
1.35E+18,US,GA
7.11E+18,US,GA
7.80E+17,US,GA
8.91E+18,US,GA
7.50E+18,US,GA
9.15E+17,US,GA
1.90E+18,US,GA
8.89E+18,US,GA
2.89E+18,US,GA
4.14E+18,US,GA
6.65E+18,US,GA
4.47E+18,US,GA
7.50E+18,US,GA
5.48E+18,US,GA
5.20E+17,US,GA
1.83E+18,US,GA
1.43E+17,US,GA
1.14E+18,US,GA
3.50E+18,US,GA
2.86E+18,US,GA
7.39E+18,US,GA
6.43E+18,US,GA
1.97E+18,US,GA
6.47E+18,US,GA
8.75E+18,US,GA
4.11E+18,US,GA
9.98E+17,US,GA
6.84E+16,US,GA
5.17E+18,US,GA
3.91E+18,US,GA
8.08E+18,US,GA
8.23E+18,US,GA
6.30E+18,US,GA
7.97E+18,US,GA
1.82E+18,US,GA
8.39E+18,US,GA
7.47E+18,US,GA
2.36E+18,US,GA
6.86E+18,US,GA
1.74E+18,US,GA
2.98E+18,US,GA
1.02E+18,US,GA
2.92E+18,US,GA
1.31E+18,US,GA
3.31E+17,US,GA
3.60E+18,US,GA
3.78E+17,US,GA
9.13E+18,US,GA
5.12E+18,US,GA
5.50E+18,US,GA
3.32E+18,US,GA
4.39E+18,US,GA
7.47E+18,US,GA
4.47E+18,US,GA
7.73E+18,US,GA
5.47E+18,US,GA
1.03E+18,US,GA
6.96E+17,US,GA
8.27E+18,US,GA
4.30E+18,US,GA
3.87E+18,US,GA
2.69E+16,US,GA
5.26E+18,US,GA
2.01E+18,US,GA
9.07E+18,US,GA
2.60E+18,US,GA
3.63E+18,US,GA
4.50E+17,US,GA
7.82E+18,US,GA
6.27E+18,US,GA
6.98E+18,US,GA
3.13E+18,US,GA
5.82E+18,US,GA
6.68E+18,US,GA
7.96E+18,US,GA
9.35E+17,US,GA
5.57E+18,US,GA
3.41E+18,US,GA
5.99E+18,US,GA
8.12E+17,US,GA
3.43E+18,US,GA
5.58E+17,US,GA
6.47E+18,US,GA
7.24E+18,US,GA
5.09E+18,US,GA
7.14E+18,US,GA
5.63E+18,US,GA
8.57E+18,US,GA
8.18E+18,US,GA
4.43E+18,US,GA
7.26E+18,US,GA
7.44E+18,US,GA
8.45E+18,US,GA
2.93E+18,US,GA
6.86E+18,US,GA
2.13E+18,US,GA
8.02E+18,US,GA
5.26E+18,US,GA
1.03E+18,US,GA
5.11E+18,US,GA
3.72E+18,US,GA
4.68E+18,US,HI
2.73E+18,US,HI
1.20E+18,US,HI
4.37E+18,US,HI
6.77E+18,US,HI
6.37E+18,US,HI
6.35E+18,US,HI
